time_s,surge_m,sway_m,heave_m,yaw_deg,hull_pitch_deg,bridge_relative_pitch_deg,spud_relative_pitch_deg,spud_relative_yaw_deg,spud_upper_guide_relative_x_m,spud_soil_x_displacement_m,spud_soil_y_displacement_m,spud_soil_pitch_rotation_deg,spud_soil_yaw_rotation_deg,spud_lateral_m,equivalent_displacement_m,equivalent_velocity_m_s,equivalent_net_force_N,equivalent_total_restoring_force_N,equivalent_wire_rope_force_demand_N,equivalent_end_stop_diagnostics_available,equivalent_end_stop_enabled,equivalent_end_stop_travel_m,equivalent_end_stop_engagement_ramp_m,equivalent_end_stop_engagement_factor,equivalent_end_stop_engagement_gradient_per_m,equivalent_end_stop_active,equivalent_end_stop_penetration_m,equivalent_end_stop_force_N,equivalent_end_stop_closing_rate_m_s,equivalent_end_stop_elastic_energy_J,equivalent_end_stop_damping_dissipation_W,equivalent_end_stop_force_limit_N,equivalent_end_stop_capacity_status,equivalent_tension_1_N,equivalent_tension_2_N,equivalent_common_tension_N,equivalent_minimum_tension_control_required_N,equivalent_minimum_tension_control_active,equivalent_travel_demand_m,equivalent_travel_warning_m,equivalent_travel_limit_m,equivalent_travel_capacity_status,equivalent_force_demand_N,equivalent_force_warning_N,equivalent_force_limit_N,equivalent_force_capacity_status,soil_force_x_N,soil_force_y_N,soil_pitch_moment_Nm,soil_yaw_moment_Nm
30.900000000000002,0.17806241078777363,1.7542377953993098,-0.4344992888083382,-2.2865412629906845,-0.9599467167291886,-2.10601034746743,0.901799748852334,0.13942094591691898,0.004915764872518535,0.002030512247692684,0.02843648448446734,-0.058144126336602805,-2.1471375142004057,0.031738116697710636,0.061578815070818804,0.06413604461868658,-89592.7086344971,-89592.7086344971,89592.7086344971,1.0,1.0,0.3,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,within,105203.64568275145,194796.35431724857,150000.0,0.0,0.0,0.061578815070818804,0.25,0.3,within,89592.7086344971,500000.0,550000.0,within,10577.246314186952,2338078.1327391667,95449.21327515732,7906571.281340085
31.0,0.18341067640198205,1.7530396698554316,-0.42832589893987616,-2.2850193502975604,-0.9696064156652453,-2.083290022215261,0.9256006669137976,0.1384030688211141,0.009493870516457583,0.0016064653433360832,0.028542844587456262,-0.04400292039478293,-2.146634300309047,0.03166913257840028,0.06781853825543756,0.060658419073688324,-97829.14323819386,-97829.14323819386,97829.14323819386,1.0,1.0,0.3,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,within,101085.42838090306,198914.57161909694,150000.0,0.0,0.0,0.06781853825543756,0.25,0.3,within,97829.14323819386,500000.0,550000.0,within,5084.618542512719,2332801.218957494,65664.73810142445,7894078.1200268585
31.1,0.1895578023092995,1.7519252547236535,-0.42235089752928606,-2.283617260367265,-0.9816428140598582,-2.055467535590627,0.9516291067768008,0.13731083600197003,0.013372795666859973,0.001171833489912899,0.028665634540139262,-0.03001088885759736,-2.146325344479076,0.03159534234145557,0.07351459130490694,0.053262641915699405,-105347.93326349344,-105347.93326349344,105347.93326349344,1.0,1.0,0.3,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,within,100000.00000000001,205347.93326349347,152673.96663174673,2673.9666317467345,1.0,0.07351459130490694,0.25,0.3,within,105347.93326349344,500000.0,550000.0,within,279.96648655086756,2327156.0565469647,37612.03437311936,7880995.781510465
31.200000000000003,0.19648127777295069,1.750972479857438,-0.4166029581776042,-2.282435804700355,-0.9958293229302535,-2.0221364051198596,0.979117148517987,0.1361750815838917,0.01620996171386048,0.0007412487231732712,0.02880405344846171,-0.016709362385369752,-2.146280600327998,0.03151603696222905,0.07827078468514478,0.04186122568905776,-111626.1085254074,-111626.1085254074,111626.1085254074,1.0,1.0,0.3,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,within,100000.0,211626.10852540738,155813.0542627037,5813.054262703692,1.0,0.07827078468514478,0.25,0.3,within,111626.1085254074,500000.0,550000.0,within,-3559.4792868769655,2321291.0924129793,12581.947072546347,7867744.474451667
31.3,0.20412115662641767,1.7501710047513892,-0.4111057574533943,-2.281460369084579,-1.011900784240285,-1.9851337136626739,1.007271155872913,0.1349960326645789,0.01769551561532884,0.0003283415654067312,0.02895946472660249,-0.0046268202530112094,-2.146485196645367,0.03143319241474713,0.08172185909050977,0.02716026241824216,-116181.5267404892,-116181.5267404892,116181.5267404892,1.0,1.0,0.3,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,within,100000.0,216181.52674048918,158090.7633702446,8090.763370244589,1.0,0.08172185909050977,0.25,0.3,within,116181.5267404892,500000.0,550000.0,within,-6135.700394571561,2315124.8471199824,-8103.7428612514595,7854122.544480734
31.400000000000002,0.21238522448974656,1.7494564766185814,-0.4058817344286124,-2.2806057180246024,-1.0295728394940316,-1.9479866848653882,1.0353413371967453,0.13383329269589822,0.017587954411691777,-5.3054130468410676e-05,0.029129533548413633,0.005771305822736377,-2.146794274324931,0.03134690934896798,0.0835739662298035,0.009881880367632448,-118626.3081643569,-118626.3081643569,118626.3081643569,1.0,1.0,0.3,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,within,100000.0,218626.30816435692,159313.15408217846,9313.154082178458,1.0,0.0835739662298035,0.25,0.3,within,118626.3081643569,500000.0,550000.0,within,-7262.776283775554,2308516.9986110106,-23453.167465425387,7839635.758582253
31.5,0.2211717304359643,1.7488244414791694,-0.4009561539938633,-2.2798648626197426,-1.04856850433898,-1.9143070018696065,1.06269200402572,0.13268692331928567,0.01573362974153288,-0.000390427088063916,0.02930844197965854,0.01412631080209595,-2.1472007573899208,0.03125398754550145,0.08362907831477101,-0.00877963866828197,-118699.05611651402,-118699.05611651402,118699.05611651402,1.0,1.0,0.3,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,within,100000.0,218699.05611651402,159349.528058257,9349.528058257012,1.0,0.08362907831477101,0.25,0.3,within,118699.05611651402,500000.0,550000.0,within,-6874.807381979528,2301699.343049963,-32876.02416938427,7824796.9384715725
31.6,0.23037078875024217,1.7482823691341636,-0.39635726431793145,-2.279246461609214,-1.0686292300646705,-1.8879044771095983,1.0888406177172252,0.13157949683358508,0.01207493331327885,-0.0006777676019282808,0.029494701986418903,0.02021420489654613,-2.147690715649599,0.031156282773033547,0.08179589950151231,-0.02788393759689168,-116279.26008301253,-116279.26008301253,116279.26008301253,1.0,1.0,0.3,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,within,100000.0,216279.26008301252,158139.63004150626,8139.630041506258,1.0,0.08179589950151231,0.25,0.3,within,116279.26008301253,500000.0,550000.0,within,-4855.212680721212,2294711.2517348854,-35833.98539067308,7809677.503538481
31.700000000000003,0.23990708309728045,1.747821059884716,-0.39211334501993794,-2.278737514204979,-1.0895232082970894,-1.8699635777862973,1.1134669320557682,0.13053492692557805,0.006609948175084955,-0.0009116322082007855,0.02968957346795653,0.023946550632003957,-2.148227224534217,0.03105724695218759,0.07805015543467309,-0.04703094373989293,-111334.87791478475,-111334.87791478475,111334.87791478475,1.0,1.0,0.3,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,within,100000.0,211334.87791478477,155667.43895739238,5667.438957392384,1.0,0.07805015543467309,0.25,0.3,within,111334.87791478475,500000.0,550000.0,within,-1202.7592545583102,2287439.341457123,-32215.296457015575,7793976.839795845
31.8,0.2497397068621612,1.747452920197609,-0.38825349741214155,-2.278353382235005,-1.1110526645690968,-1.8591794637624568,1.1364079352637417,0.12953297728918767,-0.0006106134250063533,-0.0010907778126423295,0.029890492256078538,0.025358109314854372,-2.1488458699551605,0.030954930289155767,0.07243117799334065,-0.06534860508675584,-103917.82769222594,-103917.82769222594,103917.82769222594,1.0,1.0,0.3,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,within,100000.0,203917.82769222592,151958.91384611296,1958.9138461129623,1.0,0.07243117799334065,0.25,0.3,within,103917.82769222594,500000.0,550000.0,within,3973.427166271482,2280049.366550826,-22308.32626190185,7778111.746648222
