time,Fx,Fy,Fz,Mx,My,Mz
165.6,279282.4,-0.0246585,-14828.87207,0.017089999999999994,-101926.0,0.07604500000000003
165.8,286274.3,-0.008911299999999999,-34235.562763,0.1181641,-44014.0,0.005060999999999982
166.0,284028.3,0.007323699999999999,-54241.160333,-0.1962891,1710.0,-0.05513600000000002
166.2,271522.3,0.0469973,-73815.96485,-0.1298828,25988.0,-0.06641599999999998
166.4,248358.6,0.0709229,-91757.27597,-0.6328125,21034.0,-0.066689
166.6,214940.2,0.06774870000000001,-106786.795351,-0.49902344,-17554.0,-0.036784999999999984
166.8,172591.0,0.08172589999999999,-117704.021498,-0.65722656,-89243.0,0.02796499999999999
167.0,123544.57,0.09186029999999999,-123543.6526,-0.7793068999999999,-187931.1,0.10830229999999999
167.2,70775.25,0.1005899,-123723.087975,-0.74316656,-302536.4,0.22322000000000003
167.4,17700.899999999994,0.09527616,-118123.125537,-0.7172852000000001,-418886.0,0.345057
167.6,-32200.399999999994,0.0812984,-107152.760914,-0.81152344,-522481.0,0.469329
167.8,-75806.9,0.07080109999999999,-91666.49306,-0.5664062,-601353.0,0.535894
168.0,-110681.7,0.0623778,-72858.02011,-0.25390619999999997,-648167.0,0.565349
168.2,-135305.3,0.0441891,-52104.040778,-0.510742,-661091.0,0.6067480000000001
168.4,-149114.8,0.0203857,-30791.648682,-0.387695,-643411.0,0.645273
168.6,-152413.4,0.0023196,-10167.353806,0.07730100000000001,-602098.0,0.576303
168.8,-146249.8,-0.0131833,8773.846116,-0.3520508,-545853.0,0.57429
169.0,-132038.0,-0.0381467,25330.351062,0.017577999999999996,-483255.0,0.498504
169.2,-111395.9,-0.031738100000000005,39094.460708,0.2724609,-421406.0,0.442061
169.4,-85887.13,-0.0426637,49904.575926,0.31152344,-365112.0,0.23152900000000004
169.6,-56889.77,-0.043853600000000006,57772.590689000004,0.3056641,-316626.0,0.18956299999999998
169.8,-25513.4,-0.0571137,62806.406715,0.184082,-275855.0,0.188057
170.0,7378.377999999997,-0.0583859,65138.122682,0.28026843999999995,-240827.40000000002,0.160726
170.2,41117.0154,-0.0606098,64865.7400493,0.23064811000000002,-208321.90000000002,0.140101
170.4,75122.504,-0.06439596,62030.657845,0.2485352,-174621.0,0.14134600000000003
170.6,108782.67,-0.0584029,56605.176714,0.21777343999999998,-136138.0,0.06863299999999999
170.8,141342.18,-0.0547946,48526.694467,0.21875,-90247.0,0.00836199999999998
171.0,171813.09,-0.0437619,37733.308184,0.1835938,-35914.0,0.04984999999999999
171.2,198919.1,-0.039795399999999995,24238.725139000002,0.0566406,25578.0,-0.028192999999999968
171.4,221103.8,-0.0320434,8199.638254000001,0.1801758,90273.0,-0.08489400000000002
171.6,236603.9,-0.0008545999999999992,-9999.051757000001,-0.161377,151237.0,-0.120222
171.8,243629.1,0.0031735999999999986,-29693.545858999998,0.05126999999999998,199011.0,-0.168677
172.0,240581.1,0.02124,-49902.744952,-0.1914062,222721.0,-0.19580199999999998
172.2,226383.1,0.0372314,-69361.551951,-0.24804690000000001,211881.0,-0.12280200000000002
172.4,200761.6,0.0550534,-86595.76323,-0.18652344,158807.0,-0.08046600000000001
172.6,164541.1,0.051574400000000006,-100074.279416,-0.87597656,61258.0,-0.017242000000000007
172.8,119739.34,0.0792235,-108426.900435,-0.611079,-75729.0,0.09795399999999999
173.0,69521.16,0.07814812,-110638.5241111,-0.7188620700000001,-239410.4,0.16237600000000002
173.2,17888.600000000006,0.0645141,-106268.250321,-0.5019530999999999,-411059.0,0.294062
173.4,-30805.100000000006,0.0649411,-95581.376117,-0.6210938,-569435.0,0.43746399999999996
173.6,-72468.5,0.0488279,-79499.998642,-0.5625,-695429.0,0.5253650000000001
173.8,-103862.8,0.0366205,-59526.016447,-0.0654297,-776164.0,0.571306
