time,Fx_local,Fy_local,Fz_local
79.390000,409549.314672,659735.047297,515377.013514
79.400000,504414.915058,600009.214286,631098.165058
79.410000,410089.085907,502242.324324,556148.849421
79.420000,508946.261583,841819.054054,615758.348456
79.430000,398862.550193,655475.965251,584889.327220
79.440000,440615.704633,686518.720077,555901.294402
79.450000,526784.035714,793029.535714,544730.930502
79.460000,466565.548263,696625.656371,592139.942085
79.470000,441196.914093,802391.658301,645929.212355
79.480000,423178.346525,735430.557915,654544.986486
79.490000,501067.627413,892536.524131,662337.981660
79.500000,361752.011583,579567.431467,410832.057915
79.510000,394047.888996,660591.437259,507107.632239
79.520000,529341.694981,782413.830116,672748.798263
79.530000,330426.249035,514385.872587,361279.308880
79.540000,364170.162162,397873.864865,453524.632239
79.550000,471089.221042,606468.972973,533090.472973
79.560000,353559.214286,483927.703668,430093.465251
79.570000,413485.792471,611253.860039,482330.950772
79.580000,399629.464286,568891.256757,483992.316602
79.590000,396375.028958,431583.092664,473512.896718
79.600000,431932.708494,556214.690154,522696.845560
79.610000,346069.638996,447472.195946,443636.551158
79.620000,480731.281853,635061.194015,523017.608108
79.630000,439673.061776,373552.236486,475606.140927
79.640000,397297.720077,436508.102317,385369.497104
79.650000,493869.040541,591254.852317,577682.606178
79.660000,305678.420849,488172.666023,271696.314672
79.670000,421083.414093,564893.235521,525306.532819
79.680000,404027.441120,420250.812741,423400.578185
79.690000,321199.184363,357174.008687,364561.830116
79.700000,428172.726834,519142.366795,548033.403475
79.710000,445148.585907,706636.670849,603266.105212
79.720000,384586.928571,604487.918919,431543.342664
79.730000,385630.864865,437473.612934,349518.833977
79.740000,545370.000000,613390.691120,568858.259653
79.750000,365210.261583,495066.605212,447825.034749
79.760000,463913.348456,680711.383205,618765.075290
79.770000,387806.678571,671639.788610,521025.503861
79.780000,345206.342664,492024.886100,305912.009653
79.790000,412191.385135,715168.033784,438459.382239
79.800000,516974.840734,655114.838803,669209.206564
79.810000,431238.848456,799132.004826,581998.780888
79.820000,433570.285714,838837.036680,729990.639961
79.830000,442767.115830,597509.875483,385247.331081
79.840000,395662.444981,784070.131274,443070.075290
79.850000,483040.004826,512210.212355,662235.613900
79.860000,463110.521236,644203.233591,606862.022201
79.870000,538288.054054,791609.278958,733381.054054
79.880000,457179.023166,744996.802124,521135.084942
79.890000,386632.902510,674665.546332,424933.332046
79.900000,465146.826255,452442.941120,572105.328185
79.910000,473836.421815,566928.005792,540444.529923
79.920000,433758.292471,590869.016409,511755.926641
79.930000,540756.851351,789367.164093,654642.443050
79.940000,380693.423745,660562.737452,517660.106178
79.950000,493711.728764,506816.490347,544106.134170
79.960000,342175.520270,332888.907336,423000.469112
79.970000,377582.027027,603116.160232,422673.414093
79.980000,507297.173745,762649.945946,622400.742278
79.990000,331887.637066,589752.639961,464686.708494
80.000000,438187.271236,273965.901544,525235.473938
80.010000,451738.184363,493086.472008,515668.308880
80.020000,438070.169884,555029.863900,563363.551158
80.030000,469412.661197,747346.042471,549103.583977
80.040000,521592.133205,872313.289575,699860.600386
80.050000,440816.910232,458121.512548,482696.374517
80.060000,423379.552124,560541.761583,505607.875483
80.070000,434171.600386,681721.248069,551652.341699
80.080000,441763.850386,685177.656371,596006.742278
80.090000,473806.954633,780639.046332,701682.500965
80.100000,382307.519305,532331.079151,378273.124517
80.110000,493893.903475,691965.390927,546238.207529
80.120000,533417.527992,779745.822394,698546.548263
80.130000,521453.698842,934667.533784,702473.817568
80.140000,468916.476834,947384.003861,674427.046332
80.150000,550394.461390,699749.944981,653128.413127
80.160000,397929.729730,543134.484556,478866.254826
80.170000,402117.292471,548696.415058,568238.988417
80.180000,466112.336873,742358.108108,692966.661197
80.190000,388241.626448,737083.943050,427268.913127
80.200000,465722.971042,449978.441120,619749.156371
80.210000,390768.130309,501965.455598,438678.237452
80.220000,443306.580116,613460.982625,516479.884170
80.230000,367878.269305,565004.658301,448443.692085
80.240000,415421.417954,640777.520270,500881.615830
80.250000,510516.770270,468137.438224,593802.842664
80.260000,270301.534749,407144.516409,313558.896718
80.270000,406128.819498,542608.986486,499408.256757
80.280000,364120.282819,479766.692085,429548.475869
80.290000,465733.253861,642926.015444,550317.263514
80.300000,393759.202703,443198.533784,385756.100386
80.310000,409798.404440,449659.366795,472247.342664
80.320000,491703.816602,625159.914093,573927.535714
80.330000,383088.553089,426608.971042,487499.371622
80.340000,445296.535714,668060.907336,545871.402510
80.350000,433321.349421,381743.959459,522985.838803
80.360000,334456.039575,441338.111004,370248.075290
80.370000,471006.805019,610323.648649,595442.108108
80.380000,408709.653475,549764.753861,572967.550193
80.390000,406230.112934,484758.002896,567195.666023
80.400000,422085.144788,422131.647683,465840.379344
80.410000,399500.545367,600320.921815,409575.405405
80.420000,392471.394788,568709.388996,533105.206564
80.430000,516548.333977,786359.823359,707879.971042
80.440000,370942.242278,652828.216216,463764.938224
80.450000,390000.602317,680627.278958,320060.707529
80.460000,552162.031853,863928.955598,556090.682432
80.470000,471300.709459,735260.507722,549704.131274
80.480000,413656.149614,809798.203668,625890.608108
80.490000,510178.818533,819113.055985,740119.216216
80.500000,420670.106178,586699.717181,411260.559846
80.510000,416261.539575,770322.309846,532525.992278
80.520000,523524.535714,535740.370656,717916.155405
80.530000,386142.703668,639349.589768,543720.605212
80.540000,601487.944981,862002.999035,820560.631274
80.550000,485558.067568,767848.294402,551425.045367
80.560000,350419.424710,649420.612934,407393.452703
80.570000,434640.926641,375082.381274,518888.979730
80.580000,414566.869691,546775.216216,481758.182432
80.590000,458334.842664,620160.162162,577212.359073
80.600000,511329.880309,731633.281853,640760.944981
80.610000,376190.316602,641552.415058,440728.201737
80.620000,497106.286680,450481.224903,569894.982625
80.630000,444485.420849,539148.280888,568270.911197
80.640000,485907.529923,668713.175676,566316.254826
80.650000,441893.843629,791815.702703,595673.548263
80.660000,341822.681467,548750.284749,390723.315637
80.670000,380789.652510,264334.890927,480812.930502
80.680000,513501.703668,596873.261583,494645.009653
80.690000,385468.795367,586871.148649,532738.555019
80.700000,538284.831081,800573.441120,630269.707529
80.710000,486489.660232,672248.777027,649988.316602
80.720000,352465.552124,368955.049228,345166.285714
80.730000,421728.008687,611155.636100,425036.006757
80.740000,425963.762548,484836.428571,641622.399614
80.750000,463371.275097,715710.721042,637649.855212
80.760000,434764.780888,727035.173745,644636.032819
80.770000,436060.109073,571235.432432,615276.437259
80.780000,419513.519305,634282.155405,531421.433398
80.790000,488983.166988,739485.518340,571764.920849
80.800000,375908.690154,701860.992278,552954.269305
80.810000,456968.455598,703691.333977,668374.610039
80.820000,464596.925676,820638.903475,565179.926641
80.830000,498004.421815,733722.689189,593568.793436
80.840000,421439.782819,582419.916023,627784.488417
80.850000,440235.700772,711487.398649,599020.375483
80.860000,434009.070463,767265.243243,557068.164093
80.870000,410659.245174,355181.597490,466621.413127
80.880000,425837.145753,550700.490347,534417.877413
80.890000,344836.007722,450102.141892,357968.241313
80.900000,446778.182432,606588.836873,547369.777992
80.910000,388305.011583,659280.301158,443701.777992
80.920000,383486.666988,348852.138996,447267.153475
80.930000,409726.117761,488651.814672,518276.000965
80.940000,446846.785714,495349.305985,506024.559846
80.950000,394292.374517,578559.561776,502477.601351
80.960000,391660.126448,662982.729730,477044.354247
80.970000,395476.126448,323002.821429,397041.723938
80.980000,385018.039575,561109.925676,397475.444015
80.990000,471458.021236,675847.303089,525328.786680
81.000000,396029.096525,460081.233591,497232.136100
81.010000,448297.583977,691411.960425,528102.692085
81.020000,412997.281853,446712.648649,492922.407336
81.030000,409170.078185,509709.645753,457393.120656
81.040000,471018.315637,616265.429537,633258.017375
81.050000,305658.162162,556446.590734,358399.659266
81.060000,444764.131274,718279.430502,538420.502896
81.070000,486681.196911,552302.307915,489797.504826
81.080000,344314.653475,490544.313707,383830.450772
81.090000,399171.341699,602169.833977,552847.450772
81.100000,429743.082046,887656.022201,624975.130309
81.110000,342324.851351,661106.038610,476907.761583
81.120000,358208.122587,635855.733591,369826.326255
81.130000,513248.777027,787459.777992,621784.847490
81.140000,500358.266409,877768.248069,548815.204633
81.150000,416347.485521,830539.569498,643617.573359
81.160000,504557.186293,874447.204633,731498.684363
81.170000,395394.324324,607639.219112,413121.596525
81.180000,508247.490347,784465.022201,597413.032819
81.190000,460426.859073,514825.424710,678658.349421
81.200000,520321.974903,779741.985521,660452.542471
81.210000,586403.510618,795045.888996,670070.661197
81.220000,386794.972008,640500.958494,426647.646718
81.230000,403032.156371,601085.687259,491779.786680
81.240000,476710.392857,500900.800193,532918.734556
81.250000,422100.338803,520020.089768,440149.601351
81.260000,449191.268340,708046.951737,580746.118726
81.270000,474238.065637,703171.821429,624484.624517
