case_group,case_id,metric,value,RAC_value,change_percent,percent_unavailable_reason
buffer_pressure,RAC,branch1_stroke_utilization_p95,0.9105575581547505,0.9105575581547505,0.0,
buffer_pressure,RAC,branch1_stroke_utilization_abs_peak,0.9905607470215019,0.9905607470215019,0.0,
buffer_pressure,RAC,branch2_stroke_utilization_p95,0.9293332287855461,0.9293332287855461,0.0,
buffer_pressure,RAC,branch2_stroke_utilization_abs_peak,0.9997618944194286,0.9997618944194286,0.0,
buffer_pressure,RAC,branch1_pressure_min_Pa,11182317.957048526,11182317.957048526,0.0,
buffer_pressure,RAC,branch1_pressure_max_Pa,17019695.346408445,17019695.346408445,0.0,
buffer_pressure,RAC,branch2_pressure_min_Pa,11003680.62669265,11003680.62669265,0.0,
buffer_pressure,RAC,branch2_pressure_max_Pa,16860789.799664993,16860789.799664993,0.0,
buffer_pressure,RAC,branch1_rope_tension_p95_N,836348.3638455358,836348.3638455358,0.0,
buffer_pressure,RAC,branch1_rope_tension_abs_peak_N,850845.5854806274,850845.5854806274,0.0,
buffer_pressure,RAC,branch2_rope_tension_p95_N,760518.5399030717,760518.5399030717,0.0,
buffer_pressure,RAC,branch2_rope_tension_abs_peak_N,855135.6076777729,855135.6076777729,0.0,
buffer_pressure,RAC,soil_x_displacement_rms_m,0.08640864499491943,0.08640864499491943,0.0,
buffer_pressure,RAC,soil_x_displacement_abs_peak_m,0.23833334670911777,0.23833334670911777,0.0,
buffer_pressure,RAC,soil_rotation_rms_rad,0.023794465471623706,0.023794465471623706,0.0,
buffer_pressure,RAC,soil_rotation_abs_peak_rad,0.070062974700602,0.070062974700602,0.0,
buffer_pressure,RAC,soil_force_x_total_rms_N,3211366.7482100907,3211366.7482100907,0.0,
buffer_pressure,RAC,soil_force_x_total_abs_peak_N,12607581.521226423,12607581.521226423,0.0,
buffer_pressure,RAC,soil_moment_total_rms_Nm,8440718.929406008,8440718.929406008,0.0,
buffer_pressure,RAC,soil_moment_total_abs_peak_Nm,33179091.205775462,33179091.205775462,0.0,
buffer_pressure,RAC,support_runtime_delta_x_force_rms_N,478427.42463583016,478427.42463583016,0.0,
buffer_pressure,RAC,support_runtime_delta_x_force_abs_peak_N,1711493.652641907,1711493.652641907,0.0,
buffer_pressure,RAC,support_runtime_delta_pitch_moment_rms_Nm,282017297.5973248,282017297.5973248,0.0,
buffer_pressure,RAC,support_runtime_delta_pitch_moment_abs_peak_Nm,944032503.2381368,944032503.2381368,0.0,
buffer_pressure,RAC,branch1_proxy_endstop_reaction_p95_N,575878.0243323357,575878.0243323357,0.0,
buffer_pressure,RAC,branch1_proxy_endstop_reaction_abs_peak_N,881833.9660598005,881833.9660598005,0.0,
buffer_pressure,RAC,branch2_proxy_endstop_reaction_p95_N,930299.9482425514,930299.9482425514,0.0,
buffer_pressure,RAC,branch2_proxy_endstop_reaction_abs_peak_N,999002.7056897056,999002.7056897056,0.0,
buffer_pressure,B_P185_N9,soil_energy_total_J,5172051.012758992,9754911.229495715,-46.98002994511757,
buffer_pressure,B_P185_N9,soil_energy_source_interval_contribution_J,5085456.8958541555,7857376.310705911,-35.27792618351411,
buffer_pressure,B_P185_N9,soil_energy_proxy_interval_contribution_J,42735.28040097165,810745.807542214,-94.72889282887269,
buffer_pressure,B_P185_N9,soil_energy_transition_interval_contribution_J,43858.836503860184,1086789.111247614,-95.96436548269139,
buffer_pressure,B_P185_N9,source_frame_fraction,0.9966672221296451,0.9715047492084653,2.5900514579759846,
buffer_pressure,B_P185_N9,proxy_frame_fraction,0.0033327778703549408,0.028495250791534744,-88.30409356725146,
buffer_pressure,B_P185_N9,roll_phi_rms_deg,0.15738942529657615,0.1607811867737967,-2.109551213844712,
buffer_pressure,B_P185_N9,roll_phi_abs_peak_deg,0.6093058692527806,0.629523989060107,-3.2116520035261,
buffer_pressure,B_P185_N9,roll_p_rms_deg_s,0.1173577056634864,0.12070771044567308,-2.775303060440714,
buffer_pressure,B_P185_N9,roll_p_abs_peak_deg_s,0.7665838425380898,0.8024914273104661,-4.474513191090386,
buffer_pressure,B_P185_N9,buffer_relative_pitch_rms_rad,0.018319126821409532,0.02274643210347487,-19.463735068098874,
buffer_pressure,B_P185_N9,buffer_relative_pitch_abs_peak_rad,0.04489929722031777,0.04491263224289723,-0.029691028811991368,
buffer_pressure,B_P185_N9,branch1_stroke_utilization_p95,0.7712415541715973,0.9105575581547505,-15.300076610805114,
buffer_pressure,B_P185_N9,branch1_stroke_utilization_abs_peak,0.9770853269318858,0.9905607470215019,-1.3603830083248394,
buffer_pressure,B_P185_N9,branch2_stroke_utilization_p95,0.7879106536343912,0.9293332287855461,-15.217638923334977,
buffer_pressure,B_P185_N9,branch2_stroke_utilization_abs_peak,0.9999912570500893,0.9997618944194286,0.022941725618962367,
buffer_pressure,B_P185_N9,branch1_pressure_min_Pa,16315008.510787968,11182317.957048526,45.900059124183315,
