time_s,surge_m,sway_m,heave_m,yaw_deg,hull_pitch_deg,bridge_relative_pitch_deg,spud_relative_pitch_deg,spud_relative_yaw_deg,spud_upper_guide_relative_x_m,spud_soil_x_displacement_m,spud_soil_y_displacement_m,spud_soil_pitch_rotation_deg,spud_soil_yaw_rotation_deg,spud_lateral_m,equivalent_displacement_m,equivalent_velocity_m_s,equivalent_net_force_N,equivalent_total_restoring_force_N,equivalent_wire_rope_force_demand_N,equivalent_end_stop_diagnostics_available,equivalent_end_stop_enabled,equivalent_end_stop_travel_m,equivalent_end_stop_engagement_ramp_m,equivalent_end_stop_engagement_factor,equivalent_end_stop_engagement_gradient_per_m,equivalent_end_stop_active,equivalent_end_stop_penetration_m,equivalent_end_stop_force_N,equivalent_end_stop_closing_rate_m_s,equivalent_end_stop_elastic_energy_J,equivalent_end_stop_damping_dissipation_W,equivalent_end_stop_force_limit_N,equivalent_end_stop_capacity_status,equivalent_tension_1_N,equivalent_tension_2_N,equivalent_common_tension_N,equivalent_minimum_tension_control_required_N,equivalent_minimum_tension_control_active,equivalent_travel_demand_m,equivalent_travel_warning_m,equivalent_travel_limit_m,equivalent_travel_capacity_status,equivalent_force_demand_N,equivalent_force_warning_N,equivalent_force_limit_N,equivalent_force_capacity_status,soil_force_x_N,soil_force_y_N,soil_pitch_moment_Nm,soil_yaw_moment_Nm
20.6,0.5637246523732033,1.7723058172543111,-0.4704981048488216,-2.3115586764296547,-1.271722352545574,-1.6947444143141657,1.6466876896293843,0.08487271948284836,-0.07295214197240092,-0.01485785005608875,0.03423965436944787,0.3749667316767242,-2.2267191899645713,0.02265662524888408,0.032629946567340126,0.006027104280499228,-56656.43727509238,-56656.43727509238,56656.43727509238,1.0,1.0,0.3,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,within,121671.78136245381,178328.21863754618,150000.0,0.0,0.0,0.032629946567340126,0.25,0.3,within,56656.43727509238,500000.0,550000.0,within,4171.68658381165,1669522.8093785695,-337164.44131861394,5814398.693720665
20.700000000000003,0.560200138498861,1.7720082405281437,-0.4717547722403576,-2.311198444343537,-1.277831439936594,-1.72697853836856,1.64678402496745,0.08495261031699225,-0.07280475012334824,-0.014646065853355594,0.034109978000529395,0.36895398896028564,-2.226279160285909,0.02270217007242057,0.03278406389173388,-0.002944757792624161,-55065.49972866746,-55065.49972866746,55065.49972866746,1.0,1.0,0.3,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,within,122467.25013566627,177532.74986433372,150000.0,0.0,0.0,0.03278406389173388,0.25,0.3,within,55065.49972866746,500000.0,550000.0,within,4935.339330720075,1673049.8097864375,-329889.1418665637,5821927.761601772
20.8,0.5562583390223028,1.7718024073421974,-0.4729033237149385,-2.310951150235355,-1.28245556090457,-1.7620945929323044,1.6439416205756523,0.08509394234626921,-0.0733236931551368,-0.014402900776737226,0.03397472533278112,0.36148747337305553,-2.225890539036899,0.02275283884985353,0.03206668359870525,-0.01140284806794847,-52426.9396868048,-52426.9396868048,52426.9396868048,1.0,1.0,0.3,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,within,123786.5301565976,176213.4698434024,150000.0,0.0,0.0,0.03206668359870525,0.25,0.3,within,52426.9396868048,500000.0,550000.0,within,6505.7296166330925,1676815.144530883,-319455.08093061124,5830040.594299654
20.900000000000002,0.5519238751723463,1.7716545367714918,-0.47394917457877456,-2.31077300601147,-1.2856720201657204,-1.799098496211687,1.6383345035533825,0.08531446779518422,-0.07445743369939804,-0.01412143193284976,0.03383194044596127,0.35266390799255787,-2.22549179847594,0.022806854571619285,0.030541492440111104,-0.019100975103934485,-48874.06195026333,-48874.06195026333,48874.06195026333,1.0,1.0,0.3,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,within,125562.96902486833,174437.03097513167,150000.0,0.0,0.0,0.030541492440111104,0.25,0.3,within,48874.06195026333,500000.0,550000.0,within,8546.426193202438,1680804.3703857232,-306708.6219600118,5838647.829552867
21.0,0.5472370381116857,1.7715026555809033,-0.47489099576303084,-2.31058338929049,-1.287558554714608,-1.8366934696583828,1.630199327313413,0.08560555296706,-0.07614335414159121,-0.013807681262782978,0.03367963747178537,0.3426422090501539,-2.2250109542302523,0.022860864750119905,0.028287629555448016,-0.025976282589327236,-44523.901445429496,-44523.901445429496,44523.901445429496,1.0,1.0,0.3,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,within,127738.04927728526,172261.95072271474,150000.0,0.0,0.0,0.028287629555448016,0.25,0.3,within,44523.901445429496,500000.0,550000.0,within,11050.566733836604,1684991.0982952644,-291812.07831808727,5847623.562784262
21.1,0.542257409291159,1.7713511486972915,-0.475726228504099,-2.310388455003611,-1.2882066654671986,-1.8725061167089447,1.6198322316679734,0.08595770126135614,-0.07830508728214997,-0.013473849769781054,0.03352099299927902,0.3316270152291398,-2.2244636640188906,0.02291552810927882,0.02540213660336091,-0.031733576452415195,-39563.59197605692,-39563.59197605692,39563.59197605692,1.0,1.0,0.3,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,within,130218.20401197154,169781.79598802846,150000.0,0.0,0.0,0.02540213660336091,0.25,0.3,within,39563.59197605692,500000.0,550000.0,within,14148.844574931369,1689294.941742088,-274660.520607003,5856801.3954642955
21.200000000000003,0.5370648477276405,1.7712805012995907,-0.4764498619963777,-2.3102938192890226,-1.2877116566944922,-1.9028682746880057,1.607540812796232,0.0863665943340111,-0.08086162451638784,-0.013120680639104876,0.033360923468966686,0.3198306183937912,-2.223959871074287,0.02297281606134893,0.021987496452908414,-0.036559226556634815,-34091.13695661571,-34091.13695661571,34091.13695661571,1.0,1.0,0.3,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,within,132954.43152169214,167045.56847830786,150000.0,0.0,0.0,0.021987496452908414,0.25,0.3,within,34091.13695661571,500000.0,550000.0,within,17602.975788332406,1693697.1047374664,-255986.29147633607,5866240.648054531
21.3,0.5317205303119548,1.7712794084639565,-0.4770497101206744,-2.310285038861757,-1.2861433413236896,-1.9256151280096223,1.5936305590136193,0.08679880404350868,-0.08370817276628598,-0.012748156959617063,0.03320120356743583,0.30748869286403935,-2.223518558011693,0.02303197153014385,0.01816982928983192,-0.03979411670489502,-28404.83827170269,-28404.83827170269,28404.83827170269,1.0,1.0,0.3,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,within,135797.58086414865,164202.41913585135,150000.0,0.0,0.0,0.01816982928983192,0.25,0.3,within,28404.83827170269,500000.0,550000.0,within,21122.010661213542,1698165.2896978876,-236661.84206094698,5875886.1950532645
21.400000000000002,0.5262594575861217,1.7712705447669774,-0.47751144647437177,-2.310261327483076,-1.2835552522277325,-1.9400292324288504,1.578421448075722,0.08728167055501793,-0.0867122064938964,-0.012367591877001871,0.03304007323060665,0.2948676844888258,-2.22301161969215,0.02309058075749703,0.01410399931355194,-0.04152248282070434,-22692.26947985126,-22692.26947985126,22692.26947985126,1.0,1.0,0.3,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,within,138653.86526007438,161346.13473992562,150000.0,0.0,0.0,0.01410399931355194,0.25,0.3,within,22692.26947985126,500000.0,550000.0,within,24732.617224993708,1702596.8647885663,-216873.4231502578,5885388.717848027
21.5,0.5207086086787639,1.7712546502017816,-0.4778185574691468,-2.31022383964862,-1.2799861664259322,-1.945752270231172,1.562206733804039,0.08779448144308899,-0.08973206556959962,-0.011987754899131176,0.032877562467437116,0.28222206938546307,-2.222460925433345,0.023147240709877268,0.0099521396326048,-0.041514710798238305,-17213.36910549424,-17213.36910549424,17213.36910549424,1.0,1.0,0.3,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,within,141393.31544725288,158606.68455274712,150000.0,0.0,0.0,0.0099521396326048,0.25,0.3,within,17213.36910549424,500000.0,550000.0,within,28396.39433375711,1707017.8376637346,-196942.6285497808,5894826.945662336
