time,Fx,Fy,Fz,Mx,My,Mz
522.8,70097.2,0.16935969999999997,-83525.2,6.86493,631954.688,1.5879
523.0,55983.8,0.10985120000000002,-80627.3,7.082725999999999,503603.0,-0.032019999999999715
523.2,41222.5,0.066132,-74201.3,6.7411143,344485.0,-1.5679200000000002
523.4,27100.300000000003,0.040302599999999994,-65105.8,5.8909481,173512.0,-2.84778
523.6,14742.149999999994,0.03299350000000004,-54418.26,4.744349,9526.0,-3.78919
523.8,4977.799999999999,0.0417261,-43316.8,3.413372,-130851.0,-4.31967
524.0,-1763.699999999997,0.06246279999999999,-32891.8,2.04216,-235674.0,-4.4005
524.2,-5452.200000000001,0.09064649999999999,-24013.0,0.8063629999999999,-298615.0,-4.10878
524.4,-6418.200000000001,0.12151476000000001,-17234.2,-0.18751299999999999,-319431.0,-3.5346400000000004
524.6,-5243.799999999999,0.15058553,-12761.4,-0.875518,-303016.0,-2.78129
524.8,-2635.2999999999993,0.17508026999999995,-10487.7,-1.2416939999999999,-258038.0,-1.96974
525.0,691.0999999999985,0.19294134999999998,-10076.500000000002,-1.305279,-195077.0,-1.198061
525.2,4096.0999999999985,0.20329933,-11042.899999999998,-1.113795,-125168.0,-0.54895
525.4,7084.100000000002,0.20558782,-12847.1,-0.7311270000000001,-58378.0,-0.08242
525.6,9318.899999999998,0.20111493,-14957.9,-0.241026,-2980.0,0.1633300000000001
525.8,10645.5,0.19393821,-16912.56,0.275217,35127.0,0.1843800000000001
526.0,11066.8,0.1845101438,-18357.8,0.753001,52660.0,-0.003800000000000081
526.2,10720.5,0.17552827,-19063.319999999996,1.1394829999999998,48789.0,-0.367
526.4,9841.2,0.16879144999999998,-18939.0,1.400485,24923.0,-0.8603970000000001
526.6,8706.0,0.1669259,-18007.43,1.530709,-16034.0,-1.44603
526.8,7605.4000000000015,0.1690882,-16389.11,1.513747,-70086.9,-2.06723
527.0,6793.5999999999985,0.1755652,-14272.400000000001,1.3611988,-132936.0,-2.67594
527.2,6460.5,0.18809879999999998,-11879.3,1.1086063400000001,-200393.0,-3.2675799999999997
527.4,6723.4000000000015,0.20507860000000003,-9419.800000000001,0.7676485,-268938.0,-3.80478
527.6,7618.3,0.224889,-7072.9,0.358031,-335896.0,-4.256833
527.8,9118.2,0.24772780000000003,-4972.9,-0.09809299999999999,-399310.5,-4.634898
528.0,11158.0,0.273324,-3193.4000000000015,-0.593174,-458035.31200000003,-4.94345
528.2,13653.850000000002,0.2984871,-1775.0,-1.1144370000000001,-510996.0,-5.13205
528.4,16524.390000000003,0.3247093,-728.3000000000011,-1.6614609999999999,-557238.0,-5.23058
528.6,19702.350000000002,0.35432220000000003,-57.19999999999891,-2.2492039999999998,-595481.0,-5.2685
528.8,23136.39,0.38184693,238.3000000000011,-2.844071,-624227.0,-5.15013
529.0,26802.039999999997,0.40887660000000003,138.20000000000073,-3.443651,-641445.0,-4.8899799999999995
529.2,30695.83,0.4321959,-387.33000000000175,-4.0042159999999996,-644804.0,-4.441269999999999
